date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:39:28	42767/42767	---M--	200	added ('OK')	image/jpeg	etag:%22a70f-5fa438cf3a0ef%22	https://hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-86-1024x768.jpg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-86-1024x768.jpg	(from https://hostalsolzamora.com/habitaciones)
23:39:28	64159/64159	---M--	200	added ('OK')	image/jpeg	etag:%22fa9f-5fa438d471106%22	https://hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-87-1024x768.jpg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-87-1024x768.jpg	(from https://hostalsolzamora.com/habitaciones)
23:39:28	115950/115950	---M--	200	added ('OK')	image/jpeg	etag:%221c4ee-5fa438da82d3a%22	https://hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-88-769x1024.jpg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-88-769x1024.jpg	(from https://hostalsolzamora.com/habitaciones)
23:39:29	68824/68824	---M--	200	added ('OK')	image/jpeg	etag:%2210cd8-5fa438e02d120%22	https://hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-89-1024x769.jpg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-89-1024x769.jpg	(from https://hostalsolzamora.com/habitaciones)
23:39:29	97808/97808	---M--	200	added ('OK')	image/jpeg	etag:%2217e10-5fa438e6fa56e%22	https://hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-90-769x1024.jpg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-90-769x1024.jpg	(from https://hostalsolzamora.com/habitaciones)
23:39:29	112315/112315	---M--	200	added ('OK')	image/jpeg	etag:%221b6bb-5fa438ed6ad50%22	https://hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-91-1024x769.jpg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-91-1024x769.jpg	(from https://hostalsolzamora.com/habitaciones)
23:39:29	53946/53946	---M--	200	added ('OK')	image/jpeg	etag:%22d2ba-5fa438f2eefd1%22	https://hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-92-1024x768.jpg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-92-1024x768.jpg	(from https://hostalsolzamora.com/habitaciones)
23:39:30	59869/59869	---M--	200	added ('OK')	image/jpeg	etag:%22e9dd-5fa438f808b23%22	https://hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-93-1024x769.jpg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-93-1024x769.jpg	(from https://hostalsolzamora.com/habitaciones)
23:39:30	87663/87663	---M--	200	added ('OK')	image/jpeg	etag:%221566f-5fa438fe0ad56%22	https://hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-94-1024x769.jpg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-94-1024x769.jpg	(from https://hostalsolzamora.com/habitaciones)
23:39:30	65238/65238	---M--	200	added ('OK')	image/jpeg	etag:%22fed6-5fa439045c133%22	https://hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-95-1024x769.jpg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-95-1024x769.jpg	(from https://hostalsolzamora.com/habitaciones)
23:39:30	42884/42884	---M--	200	added ('OK')	image/jpeg	etag:%22a784-5fa4390a15f1b%22	https://hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-96-1024x769.jpg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-96-1024x769.jpg	(from https://hostalsolzamora.com/habitaciones)
23:39:30	74422/74422	---M--	200	added ('OK')	image/jpeg	etag:%22122b6-5fa439107ab7b%22	https://hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-97-769x1024.jpg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-97-769x1024.jpg	(from https://hostalsolzamora.com/habitaciones)
23:39:31	64897/64897	---M--	200	added ('OK')	image/jpeg	etag:%22fd81-5fa43916c51f7%22	https://hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-1-769x1024.jpg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2023/04/Habitaciones_2023-1-769x1024.jpg	(from https://hostalsolzamora.com/habitaciones)
23:39:33	146659/146659	---MCZ	200	added ('OK')	application/x-javascript	etag:%22pub1770055449;gz%22	https://hostalsolzamora.com/wp-content/cache/minify/42501.js	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/cache/minify/42501.js	(from https://hostalsolzamora.com/habitaciones)
23:39:33	109814/109814	---MCZ	200	added ('OK')	application/x-javascript	etag:%22pub1770055449;gz%22	https://hostalsolzamora.com/wp-content/cache/minify/7f891.js	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/cache/minify/7f891.js	(from https://hostalsolzamora.com/habitaciones)
23:39:34	18585/18585	---MCZ	200	added ('OK')	application/x-javascript	etag:%22pub1770055449;gz%22	https://hostalsolzamora.com/wp-content/cache/minify/a3a88.js	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/cache/minify/a3a88.js	(from https://hostalsolzamora.com/habitaciones)
23:39:35	10980/10980	---M--	200	added ('OK')	image/png	etag:%22ae5f49cc4307b8c603eb470eae0ab4d7%22	https://cdn-icons-png.flaticon.com/256/2702/2702604.png	C:/tmp/http/hostalsol/cdn-icons-png.flaticon.com/256/2702/2702604.png	(from https://hostalsolzamora.com/parking)
23:39:36	2396/2396	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20May%202026%2021:39:34%20GMT	https://hostalsolzamora.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhostalsolzamora.com%2Fparking	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-json/oembed/1.0/embedf2c3.json	(from https://hostalsolzamora.com/parking)
23:39:36	2910/2910	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20May%202026%2021:39:35%20GMT	https://hostalsolzamora.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhostalsolzamora.com%2Fparking&format=xml	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-json/oembed/1.0/embed10f0	(from https://hostalsolzamora.com/parking)
23:39:38	16499/16499	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20May%202026%2021:39:36%20GMT	https://hostalsolzamora.com/wp-json/wp/v2/pages/512	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-json/wp/v2/pages/512.json	(from https://hostalsolzamora.com/parking)
23:39:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20May%202026%2021:39:37%20GMT	https://hostalsolzamora.com/?p=512	C:/tmp/http/hostalsol/hostalsolzamora.com/indexb87d.html	(from https://hostalsolzamora.com/parking)
23:39:39	2386/2386	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20May%202026%2021:39:37%20GMT	https://hostalsolzamora.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhostalsolzamora.com%2Fsobre-nosotros-cercania	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-json/oembed/1.0/embed0f4c.json	(from https://hostalsolzamora.com/sobre-nosotros-cercania)
23:39:40	2893/2893	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20May%202026%2021:39:38%20GMT	https://hostalsolzamora.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhostalsolzamora.com%2Fsobre-nosotros-cercania&format=xml	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-json/oembed/1.0/embed2476	(from https://hostalsolzamora.com/sobre-nosotros-cercania)
23:39:40	19319/19319	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20May%202026%2021:39:39%20GMT	https://hostalsolzamora.com/wp-json/wp/v2/pages/26	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-json/wp/v2/pages/26.json	(from https://hostalsolzamora.com/sobre-nosotros-cercania)
23:39:41	155348/155348	---M--	200	added ('OK')	image/webp	etag:%2225ed4-5f2cabbc6a5ad%22	https://hostalsolzamora.com/wp-content/uploads/2022/03/img-web-HS-12-scaled.webp	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2022/03/img-web-HS-12-scaled.webp	(from https://hostalsolzamora.com/sobre-nosotros-cercania)
23:39:41	291158/291158	---M--	200	added ('OK')	image/webp	etag:%2247156-5f2cabbc6f3ce%22	https://hostalsolzamora.com/wp-content/uploads/2022/03/img-web-HS-13-scaled.webp	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2022/03/img-web-HS-13-scaled.webp	(from https://hostalsolzamora.com/sobre-nosotros-cercania)
23:39:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20May%202026%2021:39:40%20GMT	https://hostalsolzamora.com/?p=26	C:/tmp/http/hostalsol/hostalsolzamora.com/index88b9.html	(from https://hostalsolzamora.com/sobre-nosotros-cercania)
23:39:42	2291/2291	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20May%202026%2021:39:40%20GMT	https://hostalsolzamora.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhostalsolzamora.com%2Fcontacto	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-json/oembed/1.0/embedf9e3.json	(from https://hostalsolzamora.com/contacto)
23:39:43	2798/2798	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20May%202026%2021:39:41%20GMT	https://hostalsolzamora.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhostalsolzamora.com%2Fcontacto&format=xml	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-json/oembed/1.0/embeda292	(from https://hostalsolzamora.com/contacto)
23:39:44	35016/35016	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20May%202026%2021:39:42%20GMT	https://hostalsolzamora.com/wp-json/wp/v2/pages/30	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-json/wp/v2/pages/30.json	(from https://hostalsolzamora.com/contacto)
23:39:44	22164/22164	---M--	200	added ('OK')	image/png	etag:%225694-5f2cabbc80d10%22	https://hostalsolzamora.com/wp-content/uploads/2022/03/logo-con-opacidad-157x300.png	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2022/03/logo-con-opacidad-157x300.png	(from https://hostalsolzamora.com/contacto)
23:39:45	258810/258810	---M--	200	added ('OK')	image/jpeg	etag:%223f2fa-5f2cabbcf601c%22	https://hostalsolzamora.com/wp-content/uploads/2022/03/WhatsApp-Image-2022-03-16-at-11.55.47.jpeg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/uploads/2022/03/WhatsApp-Image-2022-03-16-at-11.55.47.jpg	(from https://hostalsolzamora.com/contacto)
23:39:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20May%202026%2021:39:43%20GMT	https://hostalsolzamora.com/?p=30	C:/tmp/http/hostalsol/hostalsolzamora.com/index5643.html	(from https://hostalsolzamora.com/contacto)
23:39:46	85408/85408	---MCZ	200	added ('OK')	text/html	etag:%2206062d21db94835687555d8aac459cac%22	https://hostalsolzamora.com/aviso-legal	C:/tmp/http/hostalsol/hostalsolzamora.com/aviso-legal.html	(from https://hostalsolzamora.com/contacto)
23:39:47	20417/20417	---MCZ	200	added ('OK')	text/html	etag:%2224bbac14c7f4a49305a24ea044db2a8f%22	https://hostalsolzamora.com/parking/embed	C:/tmp/http/hostalsol/hostalsolzamora.com/parking/embed.html	(from https://hostalsolzamora.com/contacto)
23:39:47	21533/21533	---M-Z	200	added ('OK')	application/x-javascript	etag:%2217cf-651a3aca4f270%22	https://hostalsolzamora.com/wp-content/cache/minify/8aeba.js	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/cache/minify/8aeba.js	(from https://hostalsolzamora.com/contacto)
23:39:48	1038/1038	---MC-	200	added ('OK')	text/javascript	date:Wed,%2013%20May%202026%2021:39:47%20GMT	https://www.google.com/recaptcha/api.js?hl=es_ES&onload=recaptchaCallback&render=explicit&ver=2.0	C:/tmp/http/hostalsol/www.google.com/recaptcha/apide34.js	(from https://hostalsolzamora.com/contacto)
23:39:48	41900/41900	---M-Z	200	added ('OK')	application/x-javascript	etag:%222af6-651a3acf43c0e%22	https://hostalsolzamora.com/wp-content/cache/minify/35d8e.js	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/cache/minify/35d8e.js	(from https://hostalsolzamora.com/contacto)
23:39:48	13662/13662	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c57-651a3acd672c7%22	https://hostalsolzamora.com/wp-content/cache/minify/b9305.js	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/cache/minify/b9305.js	(from https://hostalsolzamora.com/contacto)
23:39:49	2390/2390	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20May%202026%2021:39:48%20GMT	https://hostalsolzamora.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhostalsolzamora.com%2Fifeza	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-json/oembed/1.0/embed3908.json	(from https://hostalsolzamora.com/ifeza)
23:39:51	2892/2892	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20May%202026%2021:39:49%20GMT	https://hostalsolzamora.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhostalsolzamora.com%2Fifeza&format=xml	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-json/oembed/1.0/embedfbf6	(from https://hostalsolzamora.com/ifeza)
23:39:52	6958/6958	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20May%202026%2021:39:50%20GMT	https://hostalsolzamora.com/wp-json/wp/v2/pages/662	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-json/wp/v2/pages/662.json	(from https://hostalsolzamora.com/ifeza)
23:39:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20May%202026%2021:39:51%20GMT	https://hostalsolzamora.com/?p=662	C:/tmp/http/hostalsol/hostalsolzamora.com/indexfc9a.html	(from https://hostalsolzamora.com/ifeza)
23:39:53	2240/2240	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20May%202026%2021:39:51%20GMT	https://hostalsolzamora.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhostalsolzamora.com%2Fpolitica-de-cookies-ue	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-json/oembed/1.0/embed3077.json	(from https://hostalsolzamora.com/politica-de-cookies-ue)
23:39:54	2737/2737	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20May%202026%2021:39:52%20GMT	https://hostalsolzamora.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhostalsolzamora.com%2Fpolitica-de-cookies-ue&format=xml	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-json/oembed/1.0/embedf015	(from https://hostalsolzamora.com/politica-de-cookies-ue)
23:39:55	23946/23946	---MCZ	200	added ('OK')	text/css	etag:%22pub1770055405;gz%22	https://hostalsolzamora.com/wp-content/cache/minify/55007.css	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/cache/minify/55007.css	(from https://hostalsolzamora.com/politica-de-cookies-ue)
23:39:56	242520/242520	---MCZ	200	added ('OK')	text/css	etag:%22pub1674327430;gz%22	https://hostalsolzamora.com/wp-content/cache/minify/fd18d.css	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/cache/minify/fd18d.css	(from https://hostalsolzamora.com/politica-de-cookies-ue)
23:39:57	48816/48816	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20May%202026%2021:39:55%20GMT	https://hostalsolzamora.com/wp-json/wp/v2/pages/128	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-json/wp/v2/pages/128.json	(from https://hostalsolzamora.com/politica-de-cookies-ue)
23:39:58	2234/2234	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20May%202026%2021:39:57%20GMT	https://hostalsolzamora.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhostalsolzamora.com%2Fterminos-y-condiciones	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-json/oembed/1.0/embedecb4.json	(from https://hostalsolzamora.com/terminos-y-condiciones)
23:39:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20May%202026%2021:39:57%20GMT	https://hostalsolzamora.com/?p=128	C:/tmp/http/hostalsol/hostalsolzamora.com/index913e.html	(from https://hostalsolzamora.com/politica-de-cookies-ue)
23:39:59	2731/2731	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20May%202026%2021:39:57%20GMT	https://hostalsolzamora.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhostalsolzamora.com%2Fterminos-y-condiciones&format=xml	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-json/oembed/1.0/embed957a	(from https://hostalsolzamora.com/terminos-y-condiciones)
23:40:00	20367/20367	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20May%202026%2021:39:58%20GMT	https://hostalsolzamora.com/wp-json/wp/v2/pages/131	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-json/wp/v2/pages/131.json	(from https://hostalsolzamora.com/terminos-y-condiciones)
23:40:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20May%202026%2021:40:00%20GMT	https://hostalsolzamora.com/?p=131	C:/tmp/http/hostalsol/hostalsolzamora.com/indexd52d.html	(from https://hostalsolzamora.com/terminos-y-condiciones)
23:40:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20May%202026%2021:40:00%20GMT	https://hostalsolzamora.com/contact/	C:/tmp/http/hostalsol/hostalsolzamora.com/contact/index.html	(from https://hostalsolzamora.com/terminos-y-condiciones)
23:40:02	72515/72515	---MC-	200	added ('OK')	application/pdf	date:Wed,%2013%20May%202026%2021:40:01%20GMT	https://hostalsolzamora.com/wp-content/plugins/complianz-terms-conditions/download.php	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/plugins/complianz-terms-conditions/terminos-y-condiciones.pdf	(from https://hostalsolzamora.com/terminos-y-condiciones)
23:40:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20May%202026%2021:40:02%20GMT	https://hostalsolzamora.com/t	C:/tmp/http/hostalsol/hostalsolzamora.com/t	(from https://hostalsolzamora.com/wp-content/cache/minify/1f540.js)
23:40:05	84717/84717	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20May%202026%2021:40:03%20GMT	https://hostalsolzamora.com/Popover%20requires%20tooltip.js	C:/tmp/http/hostalsol/hostalsolzamora.com/Popover%20requires%20tooltip.js	(from https://hostalsolzamora.com/wp-content/cache/minify/9f6b1.js)
23:40:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20May%202026%2021:40:04%20GMT	https://hostalsolzamora.com/+http://www.google.com/bot.html	C:/tmp/http/hostalsol/hostalsolzamora.com/+http_/www.google.com/bot.html	(from https://hostalsolzamora.com/wp-content/cache/minify/27129.js)
23:40:07	84719/84719	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20May%202026%2021:40:05%20GMT	https://hostalsolzamora.com/+http:/www.google.com/bot.html	C:/tmp/http/hostalsol/hostalsolzamora.com/+http_/www.google.com/bot.html	(from https://hostalsolzamora.com/wp-content/cache/minify/27129.js)
23:40:09	84685/84685	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20May%202026%2021:40:07%20GMT	https://hostalsolzamora.com/placeholder.jpg	C:/tmp/http/hostalsol/hostalsolzamora.com/placeholder.jpg	(from https://hostalsolzamora.com/wp-content/cache/minify/27129.js)
23:40:10	84695/84695	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20May%202026%2021:40:08%20GMT	https://hostalsolzamora.com/window.location.href	C:/tmp/http/hostalsol/hostalsolzamora.com/window.location.href	(from https://hostalsolzamora.com/wp-content/cache/minify/27129.js)
23:40:10	64838/64838	---M--	200	added ('OK')	text/javascript	etag:%2237b0feb1ad8efbe6%22	https://apis.google.com/js/plusone.js	C:/tmp/http/hostalsol/apis.google.com/js/plusone.js	(from https://hostalsolzamora.com/wp-content/cache/minify/bbf8f.js)
23:40:11	361/361	---M-Z	200	added ('OK')	application/javascript	etag:%2282bfd941d2c9b3b9e0650a27c9d11737%22	https://assets.pinterest.com/js/pinit.js	C:/tmp/http/hostalsol/assets.pinterest.com/js/pinit.js	(from https://hostalsolzamora.com/wp-content/cache/minify/bbf8f.js)
23:40:13	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20May%202026%2021:40:11%20GMT	https://hostalsolzamora.com/s	C:/tmp/http/hostalsol/hostalsolzamora.com/s	(from https://hostalsolzamora.com/wp-content/cache/minify/a3a88.js)
23:40:14	84657/84657	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20May%202026%2021:40:12%20GMT	https://hostalsolzamora.com/n	C:/tmp/http/hostalsol/hostalsolzamora.com/n	(from https://hostalsolzamora.com/wp-content/cache/minify/a3a88.js)
23:40:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20May%202026%2021:40:13%20GMT	https://hostalsolzamora.com/r	C:/tmp/http/hostalsol/hostalsolzamora.com/r	(from https://hostalsolzamora.com/wp-content/cache/minify/a3a88.js)
23:40:16	84657/84657	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20May%202026%2021:40:14%20GMT	https://hostalsolzamora.com/d	C:/tmp/http/hostalsol/hostalsolzamora.com/d	(from https://hostalsolzamora.com/wp-content/cache/minify/a3a88.js)
23:40:18	2164/2164	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20May%202026%2021:40:16%20GMT	https://hostalsolzamora.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhostalsolzamora.com%2Faviso-legal	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-json/oembed/1.0/embed57ac.json	(from https://hostalsolzamora.com/aviso-legal)
23:40:19	2661/2661	---MC-	200	added ('OK')	text/xml	date:Wed,%2013%20May%202026%2021:40:17%20GMT	https://hostalsolzamora.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhostalsolzamora.com%2Faviso-legal&format=xml	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-json/oembed/1.0/embedc0ad	(from https://hostalsolzamora.com/aviso-legal)
23:40:20	5491/5491	---MC-	200	added ('OK')	application/json	date:Wed,%2013%20May%202026%2021:40:18%20GMT	https://hostalsolzamora.com/wp-json/wp/v2/pages/75	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-json/wp/v2/pages/75.json	(from https://hostalsolzamora.com/aviso-legal)
23:40:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20May%202026%2021:40:19%20GMT	https://hostalsolzamora.com/?p=75	C:/tmp/http/hostalsol/hostalsolzamora.com/indexe839.html	(from https://hostalsolzamora.com/aviso-legal)
23:40:21	84669/84669	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20May%202026%2021:40:19%20GMT	https://hostalsolzamora.com/t.value	C:/tmp/http/hostalsol/hostalsolzamora.com/t.141.delayed	(from https://hostalsolzamora.com/wp-content/cache/minify/35d8e.js)
23:40:21	457/457	---M-Z	200	added ('OK')	image/svg+xml	etag:%221c9-649db23b3a619-gzip%22	https://hostalsolzamora.com/wp-content/plugins/complianz-gdpr/assets/images/chevron-down.svg	C:/tmp/http/hostalsol/hostalsolzamora.com/wp-content/plugins/complianz-gdpr/assets/images/chevron-down.svg	(from https://hostalsolzamora.com/wp-content/cache/minify/55007.css)
